item1,value,item2,level
2,-0.07840683946358482,52,word2vec
2,-0.017669463343551562,53,word2vec
2,-0.10502275345379929,54,word2vec
2,0.09647653958782759,55,word2vec
2,0.03899808109223903,56,word2vec
2,-0.04792149840110906,57,word2vec
2,0.03705458460836704,58,word2vec
2,-0.007021254418740698,59,word2vec
2,0.14757851930394855,60,word2vec
3,0.03859574657465074,1,word2vec
3,0.07793779576820525,2,word2vec
3,1,3,word2vec
3,0.12229384594835019,4,word2vec
3,0.08462941499573577,5,word2vec
3,0.07650625271316829,6,word2vec
3,0.14347610432133492,7,word2vec
3,0.09775525942364095,8,word2vec
3,0.22542700893168574,9,word2vec
3,-0.0873063384713797,10,word2vec
3,-0.13506672776287384,11,word2vec
3,-0.12960832850478213,12,word2vec
3,-0.10486744948308889,13,word2vec
3,-0.1300838096713165,14,word2vec
3,-0.08566481936164078,15,word2vec
3,-0.08148684102098208,16,word2vec
3,-0.07834864877376228,17,word2vec
3,0.0023668866333442506,18,word2vec
3,0.01681459988067282,19,word2vec
3,-0.04425359519907868,20,word2vec
3,0.013464181063158899,21,word2vec
3,-0.01546680168469118,22,word2vec
3,-0.15560700890300688,23,word2vec
3,-0.05899357943695419,24,word2vec
3,-0.044359219144017685,25,word2vec
3,0.05429935689642659,26,word2vec
3,0.08460473688610905,27,word2vec
3,0.004372385466895076,28,word2vec
3,-0.08324590207957337,29,word2vec
3,-0.08100827834869608,30,word2vec
3,-0.026575394231328504,31,word2vec
3,-0.023186073053439813,32,word2vec
3,-0.04858899510794471,33,word2vec
3,-0.006827206128511425,34,word2vec
3,-0.03896710222851296,35,word2vec
3,0.01713621681587923,36,word2vec
3,-0.10992435436057296,37,word2vec
3,-0.06914907034903336,38,word2vec
3,-0.08193848720504296,39,word2vec
3,-0.030863531277812783,40,word2vec
3,-0.10705273019700105,41,word2vec
3,-0.12098507126208827,42,word2vec
3,-0.07877940591153479,43,word2vec
3,-0.05940643013085227,44,word2vec
3,-0.045945984007300815,45,word2vec
3,0.10249726944917263,46,word2vec
3,-0.04979784163506946,47,word2vec
3,-0.03431115759639636,48,word2vec
3,-0.011844899590224774,49,word2vec
3,0.005981567239639106,50,word2vec
3,-0.02180378065597954,51,word2vec
3,0.03550651494466546,52,word2vec
3,-0.03905949857353966,53,word2vec
3,-0.06493202646884406,54,word2vec
3,0.012210724928386669,55,word2vec
3,-0.0017644397136371039,56,word2vec
3,0.00810243328169832,57,word2vec
3,-0.04349386659808028,58,word2vec
3,0.0022435076561080672,59,word2vec
3,-0.00996537681667514,60,word2vec
4,-0.052008619195831364,1,word2vec
4,0.10392701731780093,2,word2vec
4,0.12229384594835019,3,word2vec
4,1,4,word2vec
4,0.14118220452122393,5,word2vec
4,0.3747903683674384,6,word2vec
4,0.0812971201874148,7,word2vec
4,0.24482725712365672,8,word2vec
4,0.09571363661347987,9,word2vec
4,0.06401253350726605,10,word2vec
4,-0.12427106260478657,11,word2vec
4,-0.038561870649222584,12,word2vec
4,-0.02355136627624664,13,word2vec
4,-0.05895330380962608,14,word2vec
4,-0.10565449236621792,15,word2vec
4,-0.11713238715630046,16,word2vec
4,-0.13106239209005027,17,word2vec
4,-0.08742643620436144,18,word2vec
4,0.009271106050795725,19,word2vec
4,-0.12367720416767933,20,word2vec
4,-0.12574984302905137,21,word2vec
4,0.04053894330401875,22,word2vec
4,-0.05316215088900409,23,word2vec
4,-0.09929827060728101,24,word2vec
4,0.26983792417373714,25,word2vec
4,-0.07788956076276546,26,word2vec
4,-0.08153779554671113,27,word2vec
4,0.07681543807269699,28,word2vec
4,-0.04911344145679859,29,word2vec
4,-0.11836294844580508,30,word2vec
4,-0.04457792395567496,31,word2vec
4,-0.008415220666216468,32,word2vec
4,-0.109668454745972,33,word2vec
4,-0.046806626084697316,34,word2vec
4,-0.050451209834690515,35,word2vec
4,-0.08730353560600213,36,word2vec
4,-0.022549837590237907,37,word2vec
4,-0.030524392987864222,38,word2vec
4,0.019549142307112667,39,word2vec
4,-0.054933010126822314,40,word2vec
4,0.03727948188079728,41,word2vec
4,0.038614817414593564,42,word2vec
4,-0.03416348752208314,43,word2vec
4,0.09825050131339244,44,word2vec
4,0.18304597774077452,45,word2vec
4,-0.10455112344063286,46,word2vec
4,0.03724127024324129,47,word2vec
4,-0.05400859529317981,48,word2vec
4,0.07889001629476074,49,word2vec
4,-0.024073123907778465,50,word2vec
4,-0.12928551087351292,51,word2vec
4,-0.07388409195376763,52,word2vec
4,-0.09600979499503184,53,word2vec
4,-0.0034303391254876647,54,word2vec
4,-0.19466532831566638,55,word2vec
4,-0.03822807732101941,56,word2vec
4,-0.07818051398615211,57,word2vec
4,-0.12421774758717827,58,word2vec
4,-0.15613150629131395,59,word2vec
4,-0.11221311521354509,60,word2vec
5,0.6293599882721223,1,word2vec
5,0.20605001345881233,2,word2vec
5,0.08462941499573577,3,word2vec
5,0.14118220452122393,4,word2vec
5,1,5,word2vec
5,0.08312384107233065,6,word2vec
5,0.3217211300910668,7,word2vec
5,0.24125702991686726,8,word2vec
5,0.21393571430029826,9,word2vec
5,-0.04182875080545602,10,word2vec
5,-0.11435522854925953,11,word2vec
5,0.09920591296895266,12,word2vec
5,-0.045927978456681604,13,word2vec
5,0.0932512902547645,14,word2vec
5,-0.021744666631789398,15,word2vec
5,-0.031601591915631076,16,word2vec
5,-0.022558332931663826,17,word2vec
5,0.027692510877097638,18,word2vec
5,-0.21992291693497645,19,word2vec
5,-0.18695539839496322,20,word2vec
5,-0.13036521237449114,21,word2vec
5,-0.06864957375902181,22,word2vec
5,-0.2521980107197127,23,word2vec
5,-0.12015143745520031,24,word2vec
5,-0.16777289919814067,25,word2vec
5,-0.032693900681210974,26,word2vec
5,-0.12390602615119634,27,word2vec
5,-0.04600524123897067,28,word2vec
5,-0.09661165011660268,29,word2vec
5,-0.0039800816883564065,30,word2vec
5,-0.0013754894127793054,31,word2vec
5,-0.14065401470658612,32,word2vec
5,-0.0805372195062084,33,word2vec
5,0.024385064709381458,34,word2vec
5,0.09668943152320535,35,word2vec
5,0.18999767925283903,36,word2vec
5,-0.09418049158679556,37,word2vec
5,-0.12779820338162334,38,word2vec
5,-0.07072328089674151,39,word2vec
5,-0.08496334825688753,40,word2vec
5,-0.05215101126126058,41,word2vec
5,-0.10109450381306448,42,word2vec
5,-0.10664126468856285,43,word2vec
5,-0.0703016930735295,44,word2vec
5,0.16285728900551533,45,word2vec
5,0.005302237191829896,46,word2vec
5,-0.00497410108945866,47,word2vec
5,-0.20605959034311228,48,word2vec
5,-0.07147315229258155,49,word2vec
5,0.004427264890047131,50,word2vec
5,-0.02051132266510869,51,word2vec
5,-0.14931100403589237,52,word2vec
5,-0.10493988255953952,53,word2vec
5,-0.013432536589519638,54,word2vec
5,0.03633502473654475,55,word2vec
5,-0.11783165724735055,56,word2vec
5,-0.03170899470800739,57,word2vec
5,-0.08011814266532787,58,word2vec
5,-0.06718023956338821,59,word2vec
5,-0.014458524790475952,60,word2vec
6,0.02871348956766111,1,word2vec
6,0.03311699934283028,2,word2vec
6,0.07650625271316829,3,word2vec
6,0.3747903683674384,4,word2vec
6,0.08312384107233065,5,word2vec
6,1,6,word2vec
6,0.07134617078425427,7,word2vec
6,0.33107814030186183,8,word2vec
6,0.1443157279261287,9,word2vec
6,-0.057764213406031786,10,word2vec
6,-0.05445534693298823,11,word2vec
6,-0.062117955638139134,12,word2vec
6,-0.0639459219208616,13,word2vec
6,-0.08574586628503732,14,word2vec
6,-0.015492907139754852,15,word2vec
6,-0.037126494877870016,16,word2vec
6,-0.05435339770808622,17,word2vec
6,-0.04717114358978019,18,word2vec
6,0.025177610169534296,19,word2vec
6,-0.06122128076768038,20,word2vec
6,-0.1354128468207435,21,word2vec
6,0.01564424938842762,22,word2vec
6,-0.0824743685235065,23,word2vec
6,-0.14227157329088946,24,word2vec
6,-0.023969846525325376,25,word2vec
6,-0.10866221873945472,26,word2vec
6,-0.0964523785015639,27,word2vec
6,0.2157985419928503,28,word2vec
6,0.020675173531905903,29,word2vec
6,-0.14715959732717604,30,word2vec
6,0.001058305838785998,31,word2vec
6,-0.02551618423195283,32,word2vec
6,-0.11425328480651922,33,word2vec
6,-0.07899869864298895,34,word2vec
6,-0.01060965439365631,35,word2vec
6,-0.005641054529825897,36,word2vec
6,-0.055749545071360054,37,word2vec
6,-0.08401507524174612,38,word2vec
6,-0.0669048061540773,39,word2vec
6,-0.051180788730757897,40,word2vec
6,0.03764369225909511,41,word2vec
6,0.004228734335327727,42,word2vec
6,-0.09355198923518601,43,word2vec
6,-0.03032896615831682,44,word2vec
6,0.07924905339444623,45,word2vec
6,-0.03272427893314284,46,word2vec
6,0.06294440686333068,47,word2vec
6,-0.14760645569401706,48,word2vec
6,0.10502303640644049,49,word2vec
6,0.07120607880546076,50,word2vec
6,-0.0338860386461041,51,word2vec
6,-0.008665544004569214,52,word2vec
6,-0.11366669804949893,53,word2vec
6,-0.06226987896724979,54,word2vec
6,-0.11122340647264359,55,word2vec
6,-0.11951503516801955,56,word2vec
6,-0.0676120746153651,57,word2vec
6,-0.17865708396868915,58,word2vec
6,-0.07878615242732635,59,word2vec
6,-0.08524051609159349,60,word2vec
7,0.16809801944699534,1,word2vec
7,0.009659838216028479,2,word2vec
7,0.14347610432133492,3,word2vec
7,0.0812971201874148,4,word2vec
7,0.3217211300910668,5,word2vec
7,0.07134617078425427,6,word2vec
7,1,7,word2vec
7,0.12675703332506774,8,word2vec
7,0.09810744062225683,9,word2vec
7,-0.04323948039043127,10,word2vec
7,0.050327869703882734,11,word2vec
7,0.05177815666722467,12,word2vec
7,0.04070481685816759,13,word2vec
7,0.08200996654286882,14,word2vec
7,0.027549960982561607,15,word2vec
7,-0.021351019698408472,16,word2vec
7,0.23376368967069147,17,word2vec
7,0.0981591910822899,18,word2vec
7,-0.15242158460936753,19,word2vec
7,-0.04730449619852404,20,word2vec
7,0.005923544927933129,21,word2vec
7,-0.07607156753113589,22,word2vec
7,-0.10570781468511384,23,word2vec
7,-0.1527031369825058,24,word2vec
7,-0.027162489789858947,25,word2vec
7,-0.03233153136156684,26,word2vec
7,-0.1562503042560866,27,word2vec
7,-0.05838222874855562,28,word2vec
7,-0.1085915950202992,29,word2vec
7,-0.12503617715013593,30,word2vec
7,-0.04548864003111658,31,word2vec
7,-0.16868044976048308,32,word2vec
7,-0.03839943475493898,33,word2vec
7,-0.06607588693024183,34,word2vec
7,-0.06774812044368636,35,word2vec
7,-0.03322260079272606,36,word2vec
7,-0.09780063698253832,37,word2vec
7,-0.13577026677256673,38,word2vec
7,-0.12128318931087048,39,word2vec
7,-0.10489213469589403,40,word2vec
7,-0.08711731947257433,41,word2vec
7,-0.09602453633672085,42,word2vec
7,-0.13772232694942044,43,word2vec
7,-0.016440713623002604,44,word2vec
7,0.10156865260423133,45,word2vec
7,-0.08384860354862989,46,word2vec
7,0.05657156869830485,47,word2vec
7,0.044692802767017925,48,word2vec
7,-0.017525523721607917,49,word2vec
7,0.10059876321752578,50,word2vec
7,-0.0540426541791455,51,word2vec
7,-0.027666341501393733,52,word2vec
7,-0.0415345789537513,53,word2vec
7,-0.02675931191466956,54,word2vec
7,-0.029513150778959548,55,word2vec
7,-0.1673156223687463,56,word2vec
7,-0.019247335561170958,57,word2vec
7,-0.1271924817798559,58,word2vec
7,-0.06614886622206374,59,word2vec
7,-0.08749493540686347,60,word2vec
8,0.23807051939940366,1,word2vec
8,0.01635182886595386,2,word2vec
8,0.09775525942364095,3,word2vec
8,0.24482725712365672,4,word2vec
8,0.24125702991686726,5,word2vec
8,0.33107814030186183,6,word2vec
8,0.12675703332506774,7,word2vec
8,1,8,word2vec
8,0.1492137951190539,9,word2vec
8,-0.06323103532501147,10,word2vec
8,-0.1352580911839115,11,word2vec
8,-0.06905665720016355,12,word2vec
8,-0.06449350360949285,13,word2vec
8,-0.07368120360983921,14,word2vec
8,-0.12314338927034549,15,word2vec
8,-0.14454419781220404,16,word2vec
8,-0.16481001406691323,17,word2vec
8,-0.03698650536951029,18,word2vec
8,-0.023721549184588065,19,word2vec
8,-0.019533716199922793,20,word2vec
8,-0.03179895940887397,21,word2vec
8,-0.057565677207428216,22,word2vec
8,-0.11962626398037739,23,word2vec
8,-0.16880967356294593,24,word2vec
8,-0.09579712049235321,25,word2vec
8,-0.04791618752971785,26,word2vec
8,-0.0695181446616163,27,word2vec
8,0.010024034802582382,28,word2vec
8,0.06646884283000477,29,word2vec
8,0.027396422978928865,30,word2vec
8,-0.08520252357094454,31,word2vec
8,-0.052965575141746185,32,word2vec
8,-0.08289561502185502,33,word2vec
8,-0.08437844141311454,34,word2vec
8,0.01655007185183377,35,word2vec
8,-0.03509322039426275,36,word2vec
8,0.06946735370876346,37,word2vec
8,-0.055523444239610246,38,word2vec
8,-0.11283681279375768,39,word2vec
8,6.410223611418157e-4,40,word2vec
8,0.12464909423342865,41,word2vec
8,0.028451214703570333,42,word2vec
8,-0.19098282283936846,43,word2vec
8,-0.08675729972514432,44,word2vec
8,0.19994290959142108,45,word2vec
8,-0.06436602393117351,46,word2vec
8,0.023616870577974423,47,word2vec
8,0.012197468806747769,48,word2vec
8,-0.0025961728202874156,49,word2vec
8,0.044911943915714944,50,word2vec
8,-0.07079612491553247,51,word2vec
8,-0.07590190790103585,52,word2vec
8,-0.05126978836425892,53,word2vec
8,-0.025301460062140707,54,word2vec
8,-0.04921330163192189,55,word2vec
8,-0.18403638418119853,56,word2vec
8,-0.06730891320498529,57,word2vec
8,-0.1137822463768392,58,word2vec
8,-0.10949953527719143,59,word2vec
8,-0.0081401219543387,60,word2vec
9,0.2188542786188603,1,word2vec
9,0.23772674050376622,2,word2vec
9,0.22542700893168574,3,word2vec
9,0.09571363661347987,4,word2vec
9,0.21393571430029826,5,word2vec
9,0.1443157279261287,6,word2vec
9,0.09810744062225683,7,word2vec
9,0.1492137951190539,8,word2vec
9,1,9,word2vec
9,-2.0366499551750817e-5,10,word2vec
9,-0.12360143612029907,11,word2vec
9,-0.03364101503039287,12,word2vec
9,-0.11818248505841474,13,word2vec
9,0.021642357427983632,14,word2vec
9,-0.03459755001088717,15,word2vec
9,-0.028023928421925477,16,word2vec
9,-0.004386964363816137,17,word2vec
9,-0.055692655285435606,18,word2vec
9,0.04095194201816708,19,word2vec
9,-0.060260612557035256,20,word2vec
9,-0.02775417626359495,21,word2vec
9,-0.06265220481789895,22,word2vec
9,-0.1776707516367511,23,word2vec
9,-0.029117257434629177,24,word2vec
9,-0.11926611038780724,25,word2vec
9,-0.0789474022755278,26,word2vec
9,-0.06966318817890446,27,word2vec
9,0.07549676461535026,28,word2vec
9,0.038341037408814164,29,word2vec
9,-0.051839126240890404,30,word2vec
9,0.05643014868684018,31,word2vec
9,0.19019525963882758,32,word2vec
9,-0.10765244037865838,33,word2vec
9,-0.00433363687864306,34,word2vec
9,-0.014190027050098504,35,word2vec
9,0.022886369428001187,36,word2vec
9,-0.11072505415061662,37,word2vec
9,-0.040321472704204366,38,word2vec
9,-0.07758047544153307,39,word2vec
9,-0.08814039664877224,40,word2vec
9,0.05956798321471694,41,word2vec
9,-0.025771184834412018,42,word2vec
9,-0.16116499918569827,43,word2vec
9,-0.04469503992474772,44,word2vec
9,-0.035402409944865015,45,word2vec
9,-0.008452198886486073,46,word2vec
9,-0.03225391540622015,47,word2vec
9,-0.10563645681264022,48,word2vec
9,-0.09556560775845208,49,word2vec
9,-0.12357291636432163,50,word2vec
9,-0.06777366394761013,51,word2vec
9,-0.028126714387051086,52,word2vec
9,-0.03918746601369361,53,word2vec
9,-0.13140963687227253,54,word2vec
9,-0.09429424123629193,55,word2vec
9,-0.15441693392775308,56,word2vec
9,-0.09117213478825115,57,word2vec
9,-0.1547512681588217,58,word2vec
9,-0.060667625248260984,59,word2vec
9,0.05405017539889907,60,word2vec
10,-0.0381427697034222,1,word2vec
10,0.2004067597209637,2,word2vec
10,-0.0873063384713797,3,word2vec
10,0.06401253350726605,4,word2vec
10,-0.04182875080545602,5,word2vec
10,-0.057764213406031786,6,word2vec
10,-0.04323948039043127,7,word2vec
10,-0.06323103532501147,8,word2vec
10,-2.0366499551750817e-5,9,word2vec
10,1,10,word2vec
10,0.15689074912334755,11,word2vec
10,0.16954644470910937,12,word2vec
10,0.36365694501017787,13,word2vec
10,0.16927489687823266,14,word2vec
10,0.0495768636835217,15,word2vec
10,0.21011744978579378,16,word2vec
10,0.08262409107488577,17,word2vec
10,0.13461469762834227,18,word2vec
10,-0.18596642701491134,19,word2vec
10,-0.05961121473504658,20,word2vec
10,-0.17999255479738788,21,word2vec
10,-0.12867653429126483,22,word2vec
10,-0.06801421420729316,23,word2vec
10,-0.05840375858499008,24,word2vec
10,-0.08558647877010514,25,word2vec
10,-0.09083941207590962,26,word2vec
10,-0.21298917895983832,27,word2vec
10,-0.02297993634349128,28,word2vec
10,-0.044744882452733496,29,word2vec
10,-0.1295374375041363,30,word2vec
10,-0.08884717907551401,31,word2vec
10,-0.07999302108701142,32,word2vec
10,-0.03368472700188012,33,word2vec
10,0.06765570333669683,34,word2vec
10,-0.04077332624690425,35,word2vec
10,-0.11379478946414524,36,word2vec
10,0.0038153241426238976,37,word2vec
10,-0.06498586864089191,38,word2vec
10,-0.004792264491501043,39,word2vec
10,-0.15438823675848828,40,word2vec
10,0.09172101032990898,41,word2vec
10,0.03880975885353851,42,word2vec
10,0.04003262354974686,43,word2vec
10,0.020246614061610945,44,word2vec
10,-0.06808046228646673,45,word2vec
10,-0.02698769125813874,46,word2vec
10,0.10353657586617405,47,word2vec
10,-0.1397766744762845,48,word2vec
10,-0.10163837006185589,49,word2vec
10,-0.007113187705857028,50,word2vec
10,-0.07714871825416822,51,word2vec
10,-0.08770824701971519,52,word2vec
10,0.048218141874704475,53,word2vec
10,-0.005273991494567137,54,word2vec
10,-0.06352373144973195,55,word2vec
10,-0.12362998947220397,56,word2vec
10,-0.07899281362948023,57,word2vec
10,0.05692621132537516,58,word2vec
10,0.01584858935564196,59,word2vec
10,-0.041356331867381996,60,word2vec
11,-0.0844817279541057,1,word2vec
11,-0.04975318886346739,2,word2vec
11,-0.13506672776287384,3,word2vec
11,-0.12427106260478657,4,word2vec
11,-0.11435522854925953,5,word2vec
11,-0.05445534693298823,6,word2vec
11,0.050327869703882734,7,word2vec
11,-0.1352580911839115,8,word2vec
11,-0.12360143612029907,9,word2vec
11,0.15689074912334755,10,word2vec
11,1,11,word2vec
11,0.1497836049675433,12,word2vec
11,0.21057670455271127,13,word2vec
11,0.0810770688290783,14,word2vec
11,0.1412228588185197,15,word2vec
11,0.11202272353353657,16,word2vec
11,0.44737597408143165,17,word2vec
11,0.0815050668933523,18,word2vec
11,-0.1057196059853538,19,word2vec
11,0.12556176799792731,20,word2vec
11,-0.07966845376609867,21,word2vec
11,-0.16502275107824335,22,word2vec
11,-0.190534234218362,23,word2vec
11,-0.028581924120239473,24,word2vec
11,-0.14612512234182967,25,word2vec
11,-0.03753947260132508,26,word2vec
11,-0.08920142448249659,27,word2vec
11,-0.006458886912840849,28,word2vec
11,0.0034122650944891876,29,word2vec
11,-0.027617803120510903,30,word2vec
11,-0.00557181862774447,31,word2vec
11,-0.002288993322072369,32,word2vec
11,-0.041757263368733165,33,word2vec
11,-0.012125452634840503,34,word2vec
11,0.013523502787680643,35,word2vec
11,-0.07046682130627295,36,word2vec
11,-0.12745936359867413,37,word2vec
11,-0.14591656555982255,38,word2vec
11,-0.055318630749967346,39,word2vec
11,-0.16016928237427153,40,word2vec
11,-0.10345075946135227,41,word2vec
11,-0.11611821165850895,42,word2vec
11,-0.07112350027410438,43,word2vec
11,-0.05255568812222684,44,word2vec
11,-0.09283044987677047,45,word2vec
11,0.04487697622324249,46,word2vec
11,0.04733974296912485,47,word2vec
11,-0.0031928093791699333,48,word2vec
11,0.09252595226476358,49,word2vec
11,0.14757957726009874,50,word2vec
11,0.1591294967208282,51,word2vec
11,0.10125756206516372,52,word2vec
11,0.11945606855681641,53,word2vec
11,0.10094927194123245,54,word2vec
11,-0.10051159255977943,55,word2vec
11,-0.14717147734087366,56,word2vec
11,-0.14963181432176526,57,word2vec
11,-0.06442686697326064,58,word2vec
11,-0.11824727467675447,59,word2vec
11,-0.16210076734959744,60,word2vec
12,-0.026193467569216124,1,word2vec
12,-0.11548842307874173,2,word2vec
12,-0.12960832850478213,3,word2vec
12,-0.038561870649222584,4,word2vec
12,0.09920591296895266,5,word2vec
12,-0.062117955638139134,6,word2vec
12,0.05177815666722467,7,word2vec
12,-0.06905665720016355,8,word2vec
12,-0.03364101503039287,9,word2vec
12,0.16954644470910937,10,word2vec
12,0.1497836049675433,11,word2vec
12,1,12,word2vec
12,0.11891498694489476,13,word2vec
12,0.3532144853497812,14,word2vec
12,0.25837990693907587,15,word2vec
12,0.1316548869388156,16,word2vec
12,0.22093587810116064,17,word2vec
12,0.3905068196374402,18,word2vec
12,-0.15820185276744958,19,word2vec
12,0.007730635322755744,20,word2vec
12,-0.1140258983177117,21,word2vec
12,-0.14700549293460247,22,word2vec
12,-0.07674051277003813,23,word2vec
12,-0.10128003268106535,24,word2vec
12,-0.07031793234122505,25,word2vec
12,-0.023236177312594884,26,word2vec
12,-0.09150809839738182,27,word2vec
12,-0.0653621940852973,28,word2vec
12,-0.07269693092555363,29,word2vec
12,-0.081627534168549,30,word2vec
12,-0.05258739215899553,31,word2vec
12,-0.06340249723179665,32,word2vec
12,-0.08810077600661058,33,word2vec
12,0.01829628419659816,34,word2vec
12,0.09607289366180298,35,word2vec
12,-0.0181192494648678,36,word2vec
12,-0.08355265040473091,37,word2vec
12,-0.12583904206691976,38,word2vec
12,-0.03737813083122473,39,word2vec
12,-0.17006597814851987,40,word2vec
12,-0.006595089898799157,41,word2vec
12,-0.0788458156156004,42,word2vec
12,0.022645899447467522,43,word2vec
12,0.020470603621025568,44,word2vec
12,0.0520391528511535,45,word2vec
12,0.016588184076473195,46,word2vec
12,-0.03441129892831146,47,word2vec
12,-0.0943169608913994,48,word2vec
12,0.035730399371322656,49,word2vec
12,-0.013887795261177432,50,word2vec
12,0.018254611616455748,51,word2vec
12,-0.060367042266683456,52,word2vec
12,-0.061116129958430895,53,word2vec
12,0.10284940209806792,54,word2vec
12,-0.10480488596726037,55,word2vec
12,-0.11751537804066187,56,word2vec
12,-0.15940999926689126,57,word2vec
12,-0.10931735483578342,58,word2vec
12,-0.13626815419503327,59,word2vec
12,-0.16862198016948385,60,word2vec
13,-0.006085350348685483,1,word2vec
13,0.05622901779367608,2,word2vec
13,-0.10486744948308889,3,word2vec
13,-0.02355136627624664,4,word2vec
13,-0.045927978456681604,5,word2vec
13,-0.0639459219208616,6,word2vec
13,0.04070481685816759,7,word2vec
13,-0.06449350360949285,8,word2vec
13,-0.11818248505841474,9,word2vec
13,0.36365694501017787,10,word2vec
13,0.21057670455271127,11,word2vec
13,0.11891498694489476,12,word2vec
13,1,13,word2vec
13,0.18444623918329572,14,word2vec
13,0.024516400867097585,15,word2vec
13,0.5958026225854292,16,word2vec
13,0.19422785796440378,17,word2vec
13,0.12453334863161034,18,word2vec
13,-0.10932204445658485,19,word2vec
13,-0.02162053674754688,20,word2vec
13,-0.11651207602679023,21,word2vec
13,-0.10305936826099402,22,word2vec
13,-0.029220803118816644,23,word2vec
13,-0.07235777684590416,24,word2vec
13,-0.07358163079673566,25,word2vec
13,-0.1655949105039557,26,word2vec
13,-0.1929877337342852,27,word2vec
13,-0.08695956334061,28,word2vec
13,0.011124145040799354,29,word2vec
13,-0.15442885550473218,30,word2vec
13,-0.04742779879150659,31,word2vec
13,-0.07009136832750117,32,word2vec
13,-0.14875332758874357,33,word2vec
